#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
PALM3(5739),EEF1DP1(2527)	ENSG00000267723	./.	-/.	chr19:14067815	chr19:14276911	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000267723.1	.	.	downstream	upstream	mismatches	.	.	.
OPA3	NOVA2	-/.	-/.	chr19:45594234	chr19:45955761	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000125741.6	ENSG00000104967.8	.	.	downstream	upstream	mismatches	.	.	.
RPL9P32	ENSG00000289030(15108),ENSG00000286867(44329)	-/-	./-	chr19:29956367	chr19:29731175	intergenic	intergenic	deletion/read-through	0	0	0	127	0	low	.	.	.	.	.	ENSG00000242100.2	.	.	.	upstream	downstream	duplicates(1),mismatches(3)	.	.	.
SLC44A2	SMARCA4	+/.	+/.	chr19:10605506	chr19:11057525	intron	intron	deletion	0	0	1	1	1	low	.	.	.	.	.	ENSG00000129353.15	ENSG00000127616.22	.	.	downstream	upstream	min_support	.	.	.
MBD3	ABHD17A(9490),SCAMP4(10228)	-/.	./.	chr19:1589269	chr19:1894986	intron	intergenic	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000071655.18	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF420	ENSG00000279936(2658),ZNF569(4651)	+/.	./.	chr19:37104466	chr19:37406504	intron	intergenic	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000197050.11	.	.	.	downstream	upstream	mismatches	.	.	.
EPS15L1	ENSG00000141979	-/.	-/.	chr19:16398761	chr19:16612380	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000127527.14	ENSG00000141979.4	.	.	downstream	upstream	mismatches	.	.	.
SLC6A16	RPS11	-/+	+/+	chr19:49294225	chr19:49497988	intron	CDS	deletion/read-through/3'-3'	0	0	0	1	193	low	.	.	.	.	.	ENSG00000063127.16	ENSG00000142534.7	.	.	downstream	upstream	mismatches(1)	.	.	.
LAIR1	ENSG00000267649	-/.	+/.	chr19:54354036	chr19:55219749	3'UTR	intron	deletion/3'-3'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000167613.16	ENSG00000267649.1	.	.	downstream	upstream	mismatches	.	.	.
RAB8A	AP1M1	+/.	+/.	chr19:16114621	chr19:16214583	intron	intron	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000167461.12	ENSG00000072958.9	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267004	FARSA	-/.	-/.	chr19:12725678	chr19:12932276	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267004.1	ENSG00000179115.11	.	.	downstream	upstream	mismatches(1)	.	.	.
MAP2K2	EEF2(8116),PIAS4(14157)	-/-	./-	chr19:4097047	chr19:3993579	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000126934.15	.	.	.	upstream	downstream	mismatches	.	.	.
MARK4	ZNF541	+/.	-/.	chr19:45205372	chr19:47553647	intron	intron	deletion/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000007047.16	ENSG00000118156.13	.	.	downstream	upstream	mismatches	.	.	.
ERCC1	CCDC61	-/.	+/.	chr19:45448014	chr19:46005154	intron	intron	deletion/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000012061.17	ENSG00000104983.8	.	.	downstream	upstream	mismatches(1)	.	.	.
ARHGEF18	FCER2(16284),CLEC4G(10527)	+/.	./.	chr19:7403157	chr19:7718430	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000104880.19	.	.	.	downstream	upstream	mismatches	.	.	.
LINC02987	ENSG00000267509	+/.	+/.	chr19:27819790	chr19:28092841	intron	intron	deletion/read-through	0	0	0	3	3	low	.	.	.	.	.	ENSG00000267575.9	ENSG00000267509.5	.	.	downstream	upstream	mismatches(3)	.	.	.
GNG7	ENSG00000253392(2980),ZNF77(3391)	-/.	./.	chr19:2532000	chr19:2929827	intron	intergenic	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000176533.13	.	.	.	downstream	upstream	mismatches	.	.	.
CBLC	CLPTM1	+/.	+/.	chr19:44779652	chr19:44832818	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000142273.13	ENSG00000104853.16	.	.	downstream	upstream	mismatches(1)	.	.	.
MED25	MYH14	+/.	+/.	chr19:49821558	chr19:50191034	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000104973.19	ENSG00000105357.20	.	.	downstream	upstream	mismatches	.	.	.
BISPR	BISPR	+/+	+/+	chr19:17414928	chr19:17413237	exon	exon	duplication	0	1	0	0	1	low	.	.	.	.	.	ENSG00000282851.2	ENSG00000282851.2	.	.	downstream	upstream	min_support	.	.	.
ENSG00000141979	CPAMD8	-/.	-/.	chr19:16486130	chr19:16932273	intron	intron	deletion	0	0	0	3	1	low	.	.	.	.	.	ENSG00000141979.4	ENSG00000160111.15	.	.	downstream	upstream	mismatches	.	.	.
PLEKHA4	NUCB1	-/.	+/.	chr19:48849428	chr19:48904644	intron	intron	deletion/read-through/3'-3'	0	0	0	2	3	low	.	.	.	.	.	ENSG00000105559.13	ENSG00000104805.17	.	.	downstream	upstream	mismatches(1)	.	.	.
LINC01872	SPACA6	+/.	+/.	chr19:51279551	chr19:51710883	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268318.5	ENSG00000182310.16	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2285),ENSG00000238150(34)	ENSG00000238150	./+	+/+	chr19:53775565	chr19:53775624	intergenic	exon	deletion/read-through	0	0	0	323	335	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
SLC7A10(16670),ENSG00000270212(41458)	ENSG00000267130	./.	+/.	chr19:33242520	chr19:33308422	intergenic	intron	deletion/read-through	0	0	0	1	4	low	.	.	.	.	.	.	ENSG00000267130.1	.	.	downstream	upstream	mismatches	.	.	.
RYR1	HNRNPL(5682),RINL(9801)	+/.	./.	chr19:38527339	chr19:38858029	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000196218.14	.	.	.	downstream	upstream	mismatches	.	.	.
ZNF554	NFIC	+/.	+/.	chr19:3071586	chr19:3337956	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000172006.12	ENSG00000141905.19	.	.	downstream	upstream	mismatches(1)	.	.	.
RPS19	SIPA1L3	+/-	+/+	chr19:41869133	chr19:38088761	CDS	CDS	inversion/3'-3'	0	1	0	169	1	low	.	.	.	.	.	ENSG00000105372.8	ENSG00000105738.11	.	.	upstream	upstream	min_support	.	.	.
CRTC1	HOMER3-AS1(4923),RN7SL70P(5582)	+/.	./.	chr19:18686420	chr19:18952375	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105662.16	.	.	.	downstream	upstream	mismatches(1)	.	.	.
DPY19L3(83806),PDCD5(11489)	ENSG00000267130	./.	+/.	chr19:32569701	chr19:33308422	intergenic	intron	deletion	0	0	0	2	4	low	.	.	.	.	.	.	ENSG00000267130.1	.	.	downstream	upstream	duplicates	.	.	.
ZNF850	ZNF345	-/.	+/.	chr19:36756756	chr19:36855596	intron	intron	deletion/read-through/3'-3'	0	0	0	1	3	low	.	.	.	.	.	ENSG00000267041.6	ENSG00000251247.13	.	.	downstream	upstream	mismatches(1)	.	.	.
SULT2A1	HSD17B14	-/.	-/.	chr19:47873711	chr19:48792598	intron	intergenic	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105398.4	ENSG00000087076.9	.	.	downstream	upstream	mismatches(1)	.	.	.
RPL7P50	C3	+/+	-/+	chr19:6593576	chr19:6701453	exon	intron	deletion/read-through/5'-5'	0	0	0	164	0	low	.	.	.	.	.	ENSG00000268785.1	ENSG00000125730.18	.	.	downstream	upstream	mismatches(1)	.	.	.
VRK3	MYH14	-/.	+/.	chr19:50012130	chr19:50269361	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105053.11	ENSG00000105357.20	.	.	downstream	upstream	mismatches	.	.	.
ZNF468	ZNF600(7313),ZNF28(3288)	-/-	./-	chr19:52845179	chr19:52794120	CDS/splice-site	intergenic	deletion/read-through	0	0	0	3	0	low	.	.	.	.	.	ENSG00000204604.13	.	.	.	upstream	downstream	mismatches(1)	.	.	.
ENSG00000269651(8613),CERS4(22556)	MUC16	./.	-/.	chr19:8184180	chr19:8851806	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000181143.16	.	.	downstream	upstream	mismatches(1)	.	.	.
RELB	MARK4	+/.	+/.	chr19:45029038	chr19:45129650	intron	intron	deletion/read-through	0	0	0	0	17	low	.	.	.	.	.	ENSG00000104856.15	ENSG00000007047.16	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF611	ZNF320	-/.	-/.	chr19:52714506	chr19:52871006	intron	intron	deletion/read-through	0	0	0	1	4	low	.	.	.	.	.	ENSG00000213020.10	ENSG00000182986.15	.	.	downstream	upstream	mismatches(1)	.	.	.
TOMM40(1109),APOE(993)	MARK4	./.	+/.	chr19:44904798	chr19:45129650	intergenic	intron	deletion/read-through	0	0	0	0	17	low	.	.	.	.	.	.	ENSG00000007047.16	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF781	ZFP30	-/.	-/.	chr19:37684291	chr19:37684321	intron	intron	inversion/5'-5'	0	0	0	0	1	low	.	.	.	.	.	ENSG00000290988.1	ENSG00000120784.17	.	.	upstream	upstream	hairpin(1)	.	.	.
RPL12P42	RPL12P41	-/-	+/+	chr19:13158575	chr19:46219653	exon	exon	inversion	0	0	4	117	45	low	.	.	.	.	.	ENSG00000213253.5	ENSG00000269637.1	.	.	upstream	upstream	mismappers(4),select_best	.	.	.
GNG7	ZNF555	-/.	+/.	chr19:2573285	chr19:2844367	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000176533.13	ENSG00000186300.12	.	.	downstream	upstream	mismatches(1)	.	.	.
OLFM2	OLFM2(11878),COL5A3(11168)	-/.	./.	chr19:9923886	chr19:9948393	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105088.9	.	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000188223	ENSG00000188223	+/.	+/.	chr19:35746320	chr19:35746331	intron	intron	inversion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000188223.9	ENSG00000188223.9	.	.	downstream	downstream	hairpin(1)	.	.	.
ZNF382	ZNF461	+/.	-/.	chr19:36625811	chr19:36649567	intron	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000161298.19	ENSG00000197808.14	.	.	downstream	upstream	mismatches	.	.	.
ZNF493	ZNF100	+/.	-/.	chr19:21411655	chr19:21742430	intron	intron	deletion/read-through/5'-5'	0	0	0	1	7	low	.	.	.	.	.	ENSG00000196268.12	ENSG00000197020.12	.	.	downstream	upstream	duplicates(1)	.	.	.
TOMM40(1109),APOE(993)	PPP1R37	./.	+/.	chr19:44904798	chr19:45129650	intergenic	intron	deletion/read-through	0	0	0	0	17	low	.	.	.	.	.	.	ENSG00000104866.11	.	.	downstream	upstream	mismatches(1)	.	.	.
PLEKHG2	PLEKHG2	+/-	+/+	chr19:39418800	chr19:39421086	CDS	CDS	inversion/3'-3'	1	0	0	1	1	low	.	.	.	.	.	ENSG00000090924.15	ENSG00000090924.15	.	.	upstream	upstream	intragenic_exonic	.	.	.
ARHGEF1	TMEM145	+/+	+/+	chr19:41900897	chr19:41945969	exon	intergenic	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000076928.20	ENSG00000167619.13	.	.	downstream	upstream	mismatches(1)	.	.	.
THSD8	CACNA1A	+/.	-/.	chr19:12804741	chr19:13337999	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000284491.3	ENSG00000141837.22	.	.	downstream	upstream	mismatches	.	.	.
LIG1	ZSWIM9	-/.	+/.	chr19:48119688	chr19:48186436	intron	intron	deletion/read-through/3'-3'	0	0	0	5	6	low	.	.	.	.	.	ENSG00000105486.15	ENSG00000185453.13	.	.	downstream	upstream	mismatches	.	.	.
MAP3K10	C19orf47	+/.	-/.	chr19:40210473	chr19:40340456	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130758.8	ENSG00000160392.14	.	.	downstream	upstream	mismatches(1)	.	.	.
SPINT2	RYR1	+/.	+/.	chr19:38250284	chr19:38591691	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000167642.13	ENSG00000196218.14	.	.	downstream	upstream	mismatches	.	.	.
AP3D1	ENSG00000273734	-/.	+/.	chr19:2160379	chr19:2284871	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000065000.20	ENSG00000273734.1	.	.	downstream	upstream	mismatches	.	.	.
PNMA8C	PNMA8C(13824),PNMA8A(23731)	-/-	./-	chr19:46425432	chr19:46442760	3'UTR	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000277531.3	.	.	.	downstream	upstream	read_through	.	.	.
ENSG00000267786	ZNF461	+/.	-/.	chr19:35948185	chr19:36659502	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267786.1	ENSG00000197808.14	.	.	downstream	upstream	mismatches	.	.	.
VN1R6P(14677),ZNF845(3029)	RPL39P36	./+	+/+	chr19:53330720	chr19:53413308	intergenic	exon	deletion/read-through	0	0	0	80	19	low	.	.	.	.	.	.	ENSG00000239912.1	.	.	downstream	upstream	mismatches	.	.	.
ZNF227	ZNF229	+/.	-/.	chr19:44221126	chr19:44421344	intron	intron	deletion/read-through/5'-5'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000131115.16	ENSG00000278318.5	.	.	downstream	upstream	mismatches	.	.	.
EEF1A1P7	EEF1A1P7(7),LINC01531(15452)	+/+	./+	chr19:35383959	chr19:35384059	exon	intergenic	deletion/read-through	0	0	0	766	489	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
ENSG00000287271	FBXO27(42038),ACP7(9090)	+/.	./.	chr19:38980362	chr19:39074823	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000287271.1	.	.	.	downstream	upstream	mismatches	.	.	.
CHCHD2P3(2084),LSM14A(42997)	WTIP	./+	+/+	chr19:34129507	chr19:34502675	intergenic	3'UTR	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	.	ENSG00000142279.13	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF676	ZNF676(12300),ENSG00000267872(15153)	-/.	./.	chr19:22188066	chr19:22228101	intron	intergenic	deletion/read-through	0	0	1	1	2	low	.	.	.	.	.	ENSG00000196109.9	.	.	.	downstream	upstream	min_support,mismatches(1)	.	.	.
ENSG00000268173	ENSG00000268173	+/+	+/+	chr19:18175341	chr19:18175177	3'UTR	3'UTR	duplication	0	0	0	41	34	low	.	.	.	.	.	ENSG00000268173.3	ENSG00000268173.3	.	.	downstream	upstream	small_insert_size	.	.	.
RPL7P50	VAV1	+/+	+/+	chr19:6593576	chr19:6852983	exon	CDS	deletion/read-through	0	0	0	164	0	low	.	.	.	.	.	ENSG00000268785.1	ENSG00000141968.8	.	.	downstream	upstream	mismatches(1)	.	.	.
PGLS-DT	COLGALT1	-/.	+/.	chr19:17495205	chr19:17565398	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269439.7	ENSG00000130309.12	.	.	downstream	upstream	mismatches(1)	.	.	.
FBXO27	ACP7	-/.	+/.	chr19:39006326	chr19:39081770	intron	intergenic	deletion/read-through/3'-3'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000161243.10	ENSG00000183760.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF761	ENSG00000269842	+/+	+/+	chr19:53450161	chr19:53732678	3'UTR	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000160336.17	ENSG00000269842.6	.	.	downstream	upstream	mismatches(1)	.	.	.
APOC1P1(6525),APOC4(4209)	RELB	./.	+/.	chr19:44938028	chr19:45031694	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000104856.15	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000268173	IFI30	+/+	+/+	chr19:18175341	chr19:18175177	3'UTR	CDS	duplication	0	0	0	41	34	low	.	.	.	.	.	ENSG00000268173.3	ENSG00000216490.4	.	.	downstream	upstream	small_insert_size	.	.	.
SNRPA	RAB4B	+/.	+/.	chr19:40762298	chr19:40768499	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000077312.9	ENSG00000167578.18	.	.	downstream	upstream	read_through(1)	.	.	.
IFI30	IFI30	+/+	+/+	chr19:18175341	chr19:18175177	CDS	CDS	duplication	0	0	0	41	34	low	.	.	.	.	.	ENSG00000216490.4	ENSG00000216490.4	.	.	downstream	upstream	small_insert_size	.	.	.
GNA15	ZBTB7A	+/.	-/.	chr19:3996291	chr19:4050339	intergenic	intron	deletion/read-through/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000060558.4	ENSG00000178951.9	.	.	downstream	upstream	mismatches(1)	.	.	.
EEF1A1P7	EEF1A1P7(196),LINC01531(15263)	+/+	./+	chr19:35384037	chr19:35384248	exon	intergenic	deletion/read-through	0	0	0	734	271	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
ZNF564	ZNF791	-/-	+/-	chr19:12525783	chr19:12624238	3'UTR	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000249709.8	ENSG00000173875.14	.	.	downstream	upstream	mismatches	.	.	.
CEACAM16-AS1	BCAM	-/.	+/.	chr19:44646504	chr19:44816679	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000266903.3	ENSG00000187244.12	.	.	downstream	upstream	mismatches(1)	.	.	.
IL12RB1	KCNN1	-/-	+/-	chr19:18071142	chr19:17985998	3'UTR	intron	deletion/read-through/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000096996.16	ENSG00000105642.16	.	.	upstream	downstream	mismatches(1)	.	.	.
ENSG00000269124	ARHGAP35	-/.	+/.	chr19:46335489	chr19:46938878	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269124.1	ENSG00000160007.20	.	.	downstream	upstream	mismatches	.	.	.
ZNF431	ENSG00000268119	+/.	-/.	chr19:21154615	chr19:21446800	intron	intron	deletion/read-through/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000196705.8	ENSG00000268119.8	.	.	downstream	upstream	mismatches	.	.	.
ZNF665	ZNF761	-/.	+/.	chr19:53232336	chr19:53453235	intergenic	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000197497.11	ENSG00000160336.17	.	.	downstream	upstream	mismatches(1)	.	.	.
PPP1R13L	OPA3	-/.	-/.	chr19:45401233	chr19:45562312	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000104881.16	ENSG00000125741.6	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267537	VSTM2B-DT	-/.	-/.	chr19:28626116	chr19:29464478	intron	intron	deletion	0	0	0	9	2	low	.	.	.	.	.	ENSG00000267537.1	ENSG00000264515.7	.	.	downstream	upstream	mismatches(1)	.	.	.
TMED1	TMED1	-/-	-/-	chr19:10832394	chr19:10832473	3'UTR	3'UTR	duplication/ITD	0	0	0	2	2	low	.	.	.	.	.	ENSG00000099203.7	ENSG00000099203.7	.	.	upstream	downstream	small_insert_size	.	.	.
GZMM(8490),BSG-AS1(3946)	BSG-AS1	./.	-/.	chr19:558414	chr19:566198	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000267751.6	.	.	downstream	upstream	read_through	.	.	.
MEF2B	ENSG00000287533	-/.	+/.	chr19:19184739	chr19:19763922	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000213999.17	ENSG00000287533.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267623	ENSG00000283403	+/.	-/.	chr19:27942712	chr19:28495588	intron	intron	deletion/5'-5'	0	0	0	1	10	low	.	.	.	.	.	ENSG00000267623.4	ENSG00000283403.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ZIM2-AS1	ENSG00000283515	+/.	+/.	chr19:56939825	chr19:58282049	intergenic	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000269793.7	ENSG00000283515.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000268193	TMEM161A	-/.	-/.	chr19:18927178	chr19:19124832	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000268193.5	ENSG00000064545.15	.	.	downstream	upstream	duplicates	.	.	.
MAP1S(8721),ENSG00000268112(8721),FCHO1(4484)	KXD1	./.	+/.	chr19:17743234	chr19:18563999	intergenic	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000105700.11	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000286125	ENSG00000283515	+/.	+/.	chr19:56939825	chr19:58282049	intergenic	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000286125.3	ENSG00000283515.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000242411	ZSCAN5C(7705),ENSG00000242411(2)	-/-	./-	chr19:56217174	chr19:56217166	exon	intergenic	deletion/read-through	0	0	0	41	24	low	.	.	.	.	.	ENSG00000242411.2	.	.	.	upstream	downstream	read_through	.	.	.
RPL9P32	C19orf12	-/-	-/-	chr19:29956367	chr19:29703037	intergenic	intron	deletion/read-through	0	0	0	127	0	low	.	.	.	.	.	ENSG00000242100.2	ENSG00000131943.20	.	.	upstream	downstream	duplicates(1),mismatches(3)	.	.	.
OPA3	EML2(1362),RN7SL836P(4546)	-/.	./.	chr19:45580752	chr19:45646964	intron	intergenic	deletion/read-through	0	0	0	4	2	low	.	.	.	.	.	ENSG00000125741.6	.	.	.	downstream	upstream	mismatches	.	.	.
LGI4	EEF1A1P7	-/.	+/.	chr19:35140726	chr19:35382396	intron	exon	deletion/read-through/3'-3'	0	2	0	13	611	low	.	.	.	.	.	ENSG00000153902.14	ENSG00000268222.1	.	.	downstream	upstream	duplicates(4),low_entropy(3),mismatches(4),relative_support	.	.	.
ENSG00000279590	SH3GL1	-/.	-/.	chr19:3829106	chr19:4379170	intergenic	intron	deletion	0	0	0	3	0	low	.	.	.	.	.	ENSG00000279590.1	ENSG00000141985.9	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000286125	ZNF8-ERVK3-1	+/.	+/.	chr19:56939825	chr19:58282049	intergenic	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000286125.3	ENSG00000267216.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF675	ZNF681	-/.	-/.	chr19:23543360	chr19:23747422	intron	intron	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	ENSG00000197372.10	ENSG00000196172.9	.	.	downstream	upstream	mismatches(1)	.	.	.
BOLA3P2	BOLA3P2(9),OR1M4P(63119)	+/+	./+	chr19:9019467	chr19:9019993	exon	intergenic	deletion/read-through	0	0	0	2	4	low	.	.	.	.	.	ENSG00000267332.1	.	.	.	downstream	upstream	read_through	.	.	.
ENSG00000268797	TGFB1	+/.	-/.	chr19:40865358	chr19:41216184	intron	intergenic	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000268797.1	ENSG00000105329.11	.	.	downstream	upstream	mismatches(1)	.	.	.
EEF1A1P7	ARHGAP33	+/+	+/+	chr19:35384024	chr19:35778592	exon	CDS	deletion/read-through	0	0	0	734	0	low	.	.	.	.	.	ENSG00000268222.1	ENSG00000004777.19	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269749	AKT2	-/.	-/.	chr19:40085780	chr19:40271380	intron	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000269749.1	ENSG00000105221.18	.	.	downstream	upstream	mismatches	.	.	.
SULT2B1	FUT2(6048),MAMSTR(726)	+/.	./.	chr19:48579826	chr19:48711999	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000088002.12	.	.	.	downstream	upstream	mismatches	.	.	.
DPY19L3	TDRD12	+/.	+/.	chr19:32451935	chr19:32737632	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000178904.19	ENSG00000173809.18	.	.	downstream	upstream	mismatches(1)	.	.	.
TEX101(2291),LYPD3(39899)	ETHE1	./.	-/.	chr19:43420888	chr19:43523776	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000105755.8	.	.	downstream	upstream	mismatches	.	.	.
SNRNP70	AP2A1	+/.	+/.	chr19:49088295	chr19:49789444	intron	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	ENSG00000104852.15	ENSG00000196961.13	.	.	downstream	upstream	mismatches	.	.	.
ZNF780A	AKT2	-/.	-/.	chr19:40085780	chr19:40271380	intron	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000197782.15	ENSG00000105221.18	.	.	downstream	upstream	mismatches	.	.	.
MPND	SH3GL1	+/.	-/.	chr19:4349194	chr19:4393685	intron	intron	deletion/read-through/5'-5'	0	0	0	0	6	low	.	.	.	.	.	ENSG00000008382.16	ENSG00000141985.9	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF493	ZNF208	+/+	-/+	chr19:21427342	chr19:21957889	3'UTR	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196268.12	ENSG00000160321.16	.	.	downstream	upstream	mismatches(1)	.	.	.
NWD1	MYO9B	+/.	+/.	chr19:16737900	chr19:17188365	intron	intron	deletion	0	0	0	5	10	low	.	.	.	.	.	ENSG00000188039.17	ENSG00000099331.14	.	.	downstream	upstream	mismatches(5)	.	.	.
TGFBR3L	MYO1F	+/.	-/.	chr19:7918416	chr19:8546861	intron	intron	deletion/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000260001.7	ENSG00000142347.19	.	.	downstream	upstream	duplicates	.	.	.
ENSG00000273734	TMPRSS9	+/.	+/.	chr19:2292700	chr19:2389286	intron	intron	deletion/read-through	0	0	0	10	0	low	.	.	.	.	.	ENSG00000273734.1	ENSG00000178297.15	.	.	downstream	upstream	duplicates(1)	.	.	.
ZNF468	ZNF600(7282),ZNF28(3319)	-/-	./-	chr19:52836061	chr19:52794089	intergenic	intergenic	deletion/read-through	0	0	0	0	2	low	.	.	.	.	.	ENSG00000204604.13	.	.	.	upstream	downstream	duplicates	.	.	.
